"Search_Engine","Job_title","Company","Job_location_City","Job_location_State","Job_description"
"Linkedin","Virtual Assistant - Data Entry Administrative Remote","Workingmouse","Milwaukee"," WI","Our company is seeking an organized and detail-oriented Administrative Data Entry Assistant (Remote) to join our team. As a Data Entry Assistant, you will be responsible for collecting, analyzing, and inputting data into our online systems and social media platforms. This is a full-time position that can be done remotely.




We will provide all necessary training and workshops for all successful candidates. Also note that we place high value on equality and as such we do not discriminate on the basis of Gender, Religion, Race, Age, Disability etc.




Responsibilities




Responsibilities:
Performing data entry and maintaining databases
Collect and input data from various sources such as online, databases, surveys and documents
Strong typing skills and proficiency with computer programs and databases.
Attention to detail and accuracy.
Excellent organizational and time management skills.
Ensure the safety of all data and their availability when needed
Requirements:
Good typing and data entry skills
Reliable and fast internet connectivity
Strong organizational and time management skills
Excellent verbal and written communication skills
Proficiency in Microsoft Office or similar software
Ability to multitask and prioritize tasks effectively
Strong attention to detail and accuracy
Strong problem-solving and decision-making skills
Excellent team spirit


Benefits:




We offer a very competitive salary and other benefits package.




Remote work.




Flexible working hours."
"Linkedin","Technical Analyst, Data and Technical Operations","Pinterest","California","CA","2489739

About Pinterest

Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.

Our new progressive work model is called PinFlex, a term that’s uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more.

We are looking for a Technical Analyst, Data and Technical Operations within the Community Operations team. Our Data and Technical Operation team focuses on driving operational excellence by addressing tooling and process pain points, promoting data-driven decision making and optimizing efficiency in partnership with various teams across Pinterest. The Data and Analytics team provides data, visualizations, and analyses that help XFN teams make better decisions, monitor how effectively we’re solving issues for Pinners, and identify ways to do better.

What You’ll Do

Conduct analyses and provide technical guidance to support Business Integrity and Trust & Safety teams
Develop metrics, reporting structures and dashboards that help measure and improve operational performance
Partner with other technical team members to standardize and improve existing data sources and reporting processes
Identify operational pain points and areas of opportunity and leverage analytics to generate solutions and recommendations
Collaborate with cross-functional teams such as engineering, product, and policy, to improve user experience and drive operational improvements

What We’re Looking For

Experience using quantitative analysis to identify areas of improvement and influence business decisions
Demonstrated experience extracting, manipulating and analyzing complex data using SQL or comparable languages
Knowledge of business intelligence tools like Tableau
Creativity in developing new processes, conducting analyses and providing recommendations

This position is not eligible for relocation assistance.

At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.

Information regarding the culture at Pinterest and benefits available for this position can be found here.

US based applicants only

$100,400—$150,600 USD

Our Commitment To Diversity

At Pinterest, our mission is to bring everyone the inspiration to create a life they love—and that includes our employees. We’re taking on the most exciting challenges of our working lives, and we succeed with a team that represents an inclusive and diverse set of identities and backgrounds."
"Linkedin","Intelligence Analyst, Trust & Safety","Upwork","Michigan"," United States","Upwork ($UPWK) is the world’s work marketplace. We serve everyone from one-person startups to over 30% of the Fortune 100 with a powerful, trust-driven platform that enables companies and talent to work together in new ways that unlock their potential.

Last year, more than $3.3 billion of work was done through Upwork by skilled professionals who are gaining more control by finding work they are passionate about and innovating their careers.

The Trust & Safety team seeks to deliver the trustworthy, safe, and inclusive work marketplace that sparks a global movement to reimagine work. We are looking for an intelligence analyst to help understand trends in serious fraud on our platform, and monitor and interpret the behavior of sophisticated fraud rings. You’ll partner closely with Trust & Safety Enforcement teams to understand intent and actors behind fraud activity on platform, and track evolution of modi operandi as our detection evolves.

Your Responsibilities:

You will work closely with teams across Trust & Safety to understand the evolving behavior of different fraud groups on the Upwork platform.
You will build sourcing processes from our operations teams to ensure the right information and cases reach you to develop insights.
You will conduct extensive off platform research to better understand how Upwork is being abused by fraud actors worldwide.
You will detail and prioritize clear, easy to understand requests for information on an as-needed basis for our Investigations and Analytics teams.
You will own and maintain our attribution guidelines for associating activity to a fraud ring, and evolve these guidelines as behavior shifts.
You will deliver regular, clear reporting on current trends in on-platform fraud conducted by organized/coordinated groups.


What it takes to catch our eye:

Experience in intelligence analysis, whether in the private sector, law enforcement, military, or intelligence community.
Experience conducting OSI (Open Source Intelligence) collection operations.
A self starter, able to stand up programs from the ground up, and build new processes from scratch
Comfortable both extrapolating intent from limited data and interpreting the results of large-scale analysis to understand trends.


The annual base salary for this position in California and Washington ranges from $71,000 - $129,000. The range displayed reflects the minimum and maximum salary for this position in California and Washington, and individual base pay will depend on your skills, qualifications, experience, and location. Additionally, this position is eligible for the annual bonus plan or sales incentive plan and eligibility to participate in our long term equity incentive program.

Come change how the world works.

At Upwork, you’ll shape talent solutions for how the world works today. We are a remote-first organization working together to create exciting remote work opportunities for a global community of professionals. While we have physical offices in San Francisco and Chicago, currently we also support hiring of corporate full-time employees in 19 states in the United States. Please speak with a member of our recruitment team to determine whether you are located in a state in which we are hiring corporate full-time employees.

Our vibrant culture is built on shared values and our mission to create economic opportunities so that people have better lives. We foster amazing teams, put our community first, and have a bias toward action. We encourage everyone to bring their whole selves to work and grow together through development opportunities, mentorship, and employee resource groups. And oh yeah, we've also got amazing benefits - including medical insurance for you and your family, unlimited PTO, 401(k) with matching, 12 weeks of paid parental leave, and a generous Employee Stock Purchase Plan. Check out our Life at Upwork page to learn more about our benefits and the employee experience.

Check out our Life at Upwork page to learn more about the employee experience.

Upwork is proudly committed to recruiting and retaining a diverse and inclusive workforce. As an Equal Opportunity Employer, we never discriminate based on race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical condition), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.

To learn more about how Upwork processes and protects your personal information as part of the application process, please review our Global Job Applicant Privacy Notice"
"Linkedin","Data Analyst, Product","Jam City","Carlsbad"," CA","As a leading mobile games developer, Jam City is looking to “level up” our talent. We’re searching for innovators who consider themselves dynamic, collaborative, and thrive in a fast-paced environment.




Perks & Benefits




Unlimited Vacation, Paid Sick Days, Recharge Days & Holidays




100% Employee Covered Medical, Dental, Vision Plan Base Plan




Life Insurance, 401k, Flexible Spending Accounts, Commuter Benefits & More




Happy Hours




Company Events




About The Role




We are currently looking for a Data Analyst to join our Product team in the Carlsbad studio, working on one of our most well-known titles, Cookie Jam. You must have an interest in freemium games and are capable of using analytics to drive business decisions regarding the game economy and user experience of our mobile games. In this role, you will have the opportunity to work with some of the gaming industry’s top talent.




Responsibilities




Support the Lead Product Manager in owning the development and management of games.
Conduct feature analysis by extracting data using SQL, creating reports in Tableau, and preparing analysis in Excel.
Analyze data, build automated reports, and work with the analytics team to get all necessary data at the right time to manage game metrics.
Validate BI calls while in development to ensure the correct data will be available when a build goes live.
Assist in managing in game economy, sales, push notifications, seasonal content, and user acquisition.
Evaluate industry, competitor, market, and technology trends as inputs into the roadmap.
Understand game metrics to inform hypotheses, and design A/B test experiments with clearly-defined, measurable success goals.
Proactively distill insights into actionable recommendations through regular communication with team members.
Forecast KPI improvements for new features or live operation strategies.




Qualifications




2+ years experience performing analysis, preferably in the mobile games industry.
Excellent quantitative and analytical skills; the ability to derive conclusions from data and clearly communicate findings is critical.
Highly proficient in SQL, must be able to write queries to extract raw data and also load data into Tableau for visualization.
Skillful in forecasting and manipulating data in Excel and/or Google Sheets.
Strong written, verbal, and interpersonal communication skills; some business or technical writing experience required.
Bachelor’s degree in mathematics, computer science, business or related fields strongly preferred.




NICE TO HAVE




Passion for games and empathetic towards the players.
Curious, self-driven and thorough in analysis studies.
Performs well with ambiguous tasks and ability to breakdown complex problems into actionable recommendations.




In compliance with local law, we are disclosing the compensation for this role. The range listed is just one component of Jam City's total compensation package for employees, which may also include annual bonuses, short- and long-term incentives, and program-specific awards. The disclosed range estimate has not been adjusted for the applicable geographic differential associated with the location at which the position may be filled. Starting pay for the successful applicant will depend on a variety of job-related factors, which may include education, training, experience, certifications, location, business needs, or market demands. This range is based on a full-time position. This range may be modified in the future. In addition, Jam City provides a variety of benefits to employees, including but not limited to medical, dental, vision, parental leave, paid time off, a 401(k) plan, life, disability, and accident insurance. Pay Range: $85,000 — $128,000 salary per year




OUR COMMITMENT TO EQUITY, DIVERSITY, & INCLUSION




We believe in creating games that unite people across the world and that showcase our commitment to providing an environment that is both inclusive and diverse for our players and employees. We strive to create a workforce that is reflective of our global player community as we know that we are stronger and better when we play together. To help promote an inclusive culture, we celebrate the visible and invisible diversity of our Jam Citizens through initiatives including Employee Resource Groups, cultural events, trainings, speaker series, and more.




Jam City is an equal opportunity employer. We enthusiastically accept our responsibility to make employment decisions without regard to race, age, sex (including pregnancy), national origin, ancestry, religion, ethnicity, marital, or domestic partnerships status, disability, genetic information (including the refusal to submit to genetic testing), predisposing genetic characteristics, military status, veteran status, domestic violence victim status, sexual orientation, gender identity or expressions, or any other classification protected by federal, state, and local laws. Our management is committed to following this policy with respect to hiring, placement, promotion, transfer, demotion, layoff, termination, recruiting, pay, and other forms of compensation, training, and general treatment during employment.




About Jam City




Jam City is an award-winning mobile entertainment studio providing unique and deeply engaging games that appeal to a broad, global audience.




Led by CEO Josh Yguado, former 20th Century Fox executive, Jam City is the creative powerhouse behind some of the highest-grossing and most enduring mobile games. Jam City’s global franchise Cookie Jam has generated more than half a billion dollars, and Panda Pop has more than 120 million downloads to date.




The company also is the go-to studio for Hollywood, having developed immersive, narrative-rich mobile games around iconic entertainment brands. The company’s popular RPG game Harry Potter: Hogwarts Mystery was the #1 game in more than 40 countries at its launch in April 2018.




Jam City has nine studios located in Los Angeles (HQ), Berlin, Buenos Aires, Bogotá, Burbank, Cedar Falls, San Diego, San Francisco, and Toronto."
"Linkedin","Data Engineer","Wurl","Palo Alto"," CA","Engineering & Technology

About Wurl, LLC.

Wurl is a global streaming network. Our B2B services provide streamers, content companies, and advertisers with a powerful, integrated network to distribute and monetize streaming television reaching hundreds of million of connected televisions in over 50 countries. In 2022, Wurl was acquired by AppLovin (Nasdaq: APP), an industry-leading mobile marketing ad tech company, bringing together the technology and innovation of the mobile and television industries. With the merger, Wurl employees enjoy the best of both worlds: the dynamic environment of a 160+ person start-up and the stability of a high-growth public tech company.

Wurl is a fully-remote company that has been recognized for a second year in a row as a Great Place to Work. Wurl invests in providing a culture that fosters passion, drives excellence, and encourages collaboration to drive innovation. We hire the world's best to build a bunch of cool stuff on an interface fully integrated with their own from streaming, advertising and software technology to continue to help us disrupt the way the world watches television.

Our company is seeking a Data Engineer to oversee and manage financial calculations, analysis and reporting. The successful candidate will be responsible for working with the finance team to ensure accurate and timely financial statements and reports. The role requires strong analytical skills, solid knowledge of SQL and expertise in billing practices.

What You'll Do

Perform complex financial calculations and analysis using SQL to ensure accurate billing, revenue recognition, and cost of sales accounting
Develop and maintain financial models to support business decision-making processes
Collaborate with cross-functional teams to ensure that financial data is accurately reported and analyzed
Identify and recommend process improvements to optimize financial performance and efficiency
Ensure compliance with all relevant regulations and accounting principles


Qualifications

Bachelors degree or experience in computer science
3+ years experience with billing practices, revenue recognition, and cost of sales accounting
Strong analytical skills with advanced proficiency in SQL for data analysis and reporting
Familiarity with financial reporting standards and regulations
Strong attention to detail and ability to prioritize and meet tight deadlines
Excellent written and verbal communication skills
Ability to work collaboratively with cross-functional teams and lead junior staff members


If you are a self-motivated, results-driven individual with a passion for financial analysis and reporting, we encourage you to apply for this exciting opportunity.

We recognize that not all applicants will not always meet 100% of the qualifications. Wurl is fiercely passionate and contagiously enthusiastic about what we are building and seeking individuals who are equally passion-driven with diverse backgrounds and educations. While we are seeking those who know our industry, there is no perfect candidate and we want to encourage you to apply even if you do not meet all requirements.

What We Offer

Competitive Salary
Strong Medical, Dental and Vision Benefits, 90% paid by Wurl
Remote First Policy
Discretionary Time Off, with minimum at 4 weeks of time off
12 US Holidays
401(k) Matching
Pre-Tax Savings Plans, HSA & FSA
Carrot and Headspace Subscriptions for Family Planning & Mental Wellness
OneMedical Subscription for 24/7 Convenient Medical Care
Paid Maternity and Parental Leave for All Family Additions
Discounted PetPlan
$1,000 Work From Home Stipend to Set Up Your Home Office


Few companies allow you to thrive like you will at Wurl. You will have the opportunity to collaborate with the industry's brightest minds and most innovative thinkers. You will enjoy ongoing mentorship, team collaboration and you will have a place to grow your career. You will be proud to say you're a part of the company revolutionizing TV.

Wurl provides a competitive total compensation package with a pay-for-performance rewards approach. Total compensation at Wurl is based on a number of factors, including market location and may vary depending on job-related knowledge, skills, and experience. Depending on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical and other benefits."
"Linkedin","Work From Home - DATA ENTRY CLERK { Part Time / Full Time }","Focom Limited","Oklahoma City"," OK","A Data Entry Clerk is responsible for transferring data from paper formats into computer files or database systems. Their transfer of data happens manually or using scanners. They type in customers' information and create spreadsheets, verifying them against source documents at different stages during the process.




Responsibilities




Transfer data from paper formats into computer files or database systems using keyboards, data recorders or optical scanners
Type in data provided directly from customers
Create spreadsheets with large numbers of figures without mistakes
Verify data by comparing it to source documents
Update existing data
Retrieve data from the database or electronic files as requested
Perform regular backups to ensure data preservation
Sort and organize paperwork after entering data to ensure it is not lost





Benefits




401K Plan




Life Insurance




Paid Holidays
Paid Vacation
Paid sick time"
"Linkedin","Data Analyst or Business Analyst","Prospance Inc","United States","","Minimum Requirements: (“Must have” Qualifications)1. Multiple years of relevant experience - Deep understanding of Cisco Commerce Workspace, Configuration Models - ATO, PTO, Bundles- SW Consumption Models (SaaS, OnPrem, Perpetual)2. Cisco Monetization Models - Understanding of Cisco Products, Go-to-market Strategy3. Technical Expertise in MongoDB, Oracle, Java SQL• Desired Skills/Qualifications/System Experience requirements: (“Nice to have Qualifications”)See above"
"Linkedin","Insights Analyst (Hybrid- Exton, PA)","Spherix Global Insights","Exton"," PA","The primary role of the Insights Analyst is to support the end to end insights generation process using our proprietary market research data across one or more of the specialty therapy areas. The position reports to Insights Director or Franchise Head and is based in Exton, PA.




Key Responsibilities




To add incremental value to the Spherix report production and insights generation process:




Input into design of quality, insight-generating questionnaires
Track changes and managing version control of questionnaires
Work with data analysts to ensure accurate survey programming
Write draft sections of reports in close collaboration with insights directors/franchise heads
Develop framework for data visualization, typically in PowerPoint format
Check survey links and track changes to ensure survey logic is accurate
Translate data into insightful syndicated reports
Keep up to date with disease landscape
Proofread final reports




To provide assistance with client management and presentations:




Attend client readouts, track follow-up requests and provide ad-hoc deliverables




To provide basic assistance to marketing and business development:




Working with marketing to ensure that the report offerings are properly positioned in external materials
Assist with updates in PipeDrive




Key Deliverables




Secondary research reports for content generation
Detail-oriented documentation of on-going syndicated questionnaires and reports
Development of content to be included in the on-going syndicated publications
Timely delivery of questionnaire, template, and report materials
Active input into the strategy for the franchise including targeted clients/compounds, management of the advisory boards, working with patient advocacy groups and presentations at key medical conferences




Education & Experience




Clear and demonstrable strength in data analysis and insights generation
Bachelor’s degree required
Required working knowledge and experience using Microsoft PowerPoint
Comfort using Microsoft Excel and SPSS
Extremely strong attention to detail
Proven track record of writing skills, highlighting the capacity to explains complex therapeutic and commercial points




What You Bring




You are a self-starter who is comfortable working independently and without routine management supervision
Your inherently curious mind will be naturally inclined to the scientific and the analytical
You enjoy making progress towards your goals and are task oriented
You embrace change and innovation, working collaboratively with teammates
You have strong attention to detail and are flexible working across multiple projects at the same time
You seek a working environment populated by dynamic professionals with a team-oriented approach to building a best in class insights business




Generous Benefits Package




Competitive pay and an annual performance-based bonus
20 Days PTO per year and Christmas to New Years paid vacation
Summer Fridays Memorial Day to Labor Day
Competitive 401k with company match




About Spherix




At Spherix, we are a hyper-focused market intelligence firm that leverages our proprietary network of Health Care Practitioners (HCPs) to provide actionable insights to our clients so that they can make better decisions. We specialize in select dermatology, gastroenterology, nephrology, neurology, ophthalmology, and rheumatology markets.




Our leadership team has extensive client-side experience in biopharmaceutical brand management and strategic marketing, coupled with a passion for the specialty markets that they cover. Our therapy teams intimately understand each therapeutic market and effectively partner with our clients. In addition, Spherix Global Insight’s proprietary network allow us to not only rapidly turnaround research, but it also ensures a high-quality respondent base that is engaged in the research process.




Spherix Global Insights has a passionate team of professionals that is driven by helping customers turn information into insights. Our proprietary approach and our passionate team have allowed the company to grow rapidly over the past five years.




Recognized by the Philadelphia Business Journal as one of the fastest growing businesses in Philadelphia- Award: Soaring 76 – 2019, 2020, 2021. 2022




Recognized by the Entrepreneurs’ Forum as one of the fastest growing privately held business in the region- Award: Philadelphia 100- 2019, 2020, 2021, 2022




Powered by JazzHR




btIvT2LrSy"
"Linkedin","Data Analyst","Info-Matrix Corporation","Washington Highlands"," MD","Info-Matrix Corporation is currently seeking a skilled Data Analyst to join our team! The Data Analyst provides analytical support for the client's programs. This position will assist in the collection, preparation, validation and distribution of data to various requesting stakeholders. The position will also lead in the design of standard operating procedures (SOP), process flow diagrams and the tracking of all outgoing data requests.

Duties and Responsibilities

Determines and documents requirements for diagnosis level reporting

Follows current process and continuously improves data reporting based on quality standards

Provides expertise for defining functional architecture and infrastructure, using LEAN principles

Lead analyst in the oversight and tracking of data requests by using the existing data governance structure

Lead analyst in the design of SOP and process flow diagrams for effective cross training and knowledge transfer

Provide succinct analysis in addition to providing data charts and graphs

Support the Program Development and Innovation section on special studies and research requested by client

Provide innovative ways to use existing data to improve program outcomes and efficiencies, including predictive analytics and business intelligence

Collaborate and build relations with program and policy staff

Assist in the development and support of monitoring client program performances

Participate and recommend specifications for new program performance measures

Assist in the development and data dashboards and other data visualizations

Maintain project documentation and work plans

Create executive level reports and presentations

Provide support in other projects as assigned by the above level management

Attend meetings as assigned by the above level management

Required Experience

Bachelor's Degree

3+years of healthcare industry experience, preferably with a health plan, a pharmacy, or health tech environment

A working knowledge of healthcare operations to include: enrollment, claims, customer service and appeals

Demonstrated project management experience

Applied analytical skills

Strong written and verbal communication skills

Proficiency in Microsoft office suite, including Access, Excel, power point and word

Proven ability to lead a team and successfully complete assignments

Ability to extract data from various data sources and warehouses

Ability to create executive level presentations

Working knowledge of Medicaid and Medicare

Proficiency in SAS

Experience in Healthcare Quality measures, utilization studies, and Healthcare analytics"
"Linkedin","Data Analyst","Info-Matrix Corporation","Washington Highlands"," MD","Info-Matrix Corporation is currently seeking a skilled Data Analyst to join our team! The Data Analyst provides analytical support for the client's programs. This position will assist in the collection, preparation, validation and distribution of data to various requesting stakeholders. The position will also lead in the design of standard operating procedures (SOP), process flow diagrams and the tracking of all outgoing data requests.Duties and ResponsibilitiesDetermines and documents requirements for diagnosis level reportingFollows current process and continuously improves data reporting based on quality standardsProvides expertise for defining functional architecture and infrastructure, using LEAN principlesLead analyst in the oversight and tracking of data requests by using the existing data governance structureLead analyst in the design of SOP and process flow diagrams for effective cross training and knowledge transferProvide succinct analysis in addition to providing data charts and graphsSupport the Program Development and Innovation section on special studies and research requested by clientProvide innovative ways to use existing data to improve program outcomes and efficiencies, including predictive analytics and business intelligenceCollaborate and build relations with program and policy staffAssist in the development and support of monitoring client program performancesParticipate and recommend specifications for new program performance measuresAssist in the development and data dashboards and other data visualizationsMaintain project documentation and work plansCreate executive level reports and presentationsProvide support in other projects as assigned by the above level managementAttend meetings as assigned by the above level managementRequired ExperienceBachelor's Degree3+years of healthcare industry experience, preferably with a health plan, a pharmacy, or health tech environmentA working knowledge of healthcare operations to include: enrollment, claims, customer service and appealsDemonstrated project management experienceApplied analytical skillsStrong written and verbal communication skillsProficiency in Microsoft office suite, including Access, Excel, power point and wordProven ability to lead a team and successfully complete assignmentsAbility to extract data from various data sources and warehousesAbility to create executive level presentationsWorking knowledge of Medicaid and MedicareProficiency in SASExperience in Healthcare Quality measures, utilization studies, and Healthcare analytics"
"Linkedin","Financial Data Analyst","Motion Recruitment","Quincy"," MA","Our client the world's leading in Health and Human Services industry, is seeking a Data Analyst/Financial Analyst to join their team. This is a Hybrid opportunity.




Only W2 Candidates will entertain!




*This is a 06-months of contract with the opportunity to convert to full-time*




Job Description:

1. Assist multiple teams and projects through complex funding and sourcing process to ensure end results meet the requirements of all organizations impacted including:




Financial forecasting
Develop financial models for funding documents
Developing purchase orders and vendor invoicing
Analyzing vendor contracts
Conducting annual reviews




2. Track and report project costs and deliverables, including incoming invoices and payments and communicate on budget discrepancies

3. Track and report budget issues to managers and EHS Financial staff

4. Participate in project meetings internally and with vendor contacts

5. Maintain financial documentation related to project milestones and deliverables

6. Organize data from several sources to support recommendations for decisions

7. Prepare periodic (monthly, quarterly, and annual) and ad hoc reports including budget, and general financial information

8. Assist in the preparation of budgets based on management input regarding resources required for future periods

9. Provide support to managers to present and discuss cash flow analysis of encumbrances and expenditures and assist in preparing presentations of findings

10. Provide recommendations for best practices based on financial reconciliations




EDUCATION, EXPERIENCE AND CERTIFICATIONS:




BS/BA degree in accounting, finance or equivalent experience.
Minimum 5 years professional accounting experience preferably in an IT setting.
MS Office suite
Expert level with MS Excel, including Queries, VBA, macros, and pivot tables.
MS Visio
MS SharePoint"
"Linkedin","Data Analyst","Strategic Staffing Solutions","Greeley"," CO","Title: Data Analyst

Location: Greeley, CO (Hybrid)

Duration: 12-month contract




Minor data migration, minor data mining, minor data entry.
Help comb through P&IDs to collect data for loading into target system(s).




Summary:

The main function of a Data Analyst is to coordinate changes to computer databases, test, and implement the database applying knowledge of database management systems.




Job Responsibilities:

Work with senior management, technical and client teams in order to determine data requirements, business data implementation approaches, best practices for advanced data manipulation, storage and analysis strategies
Write and code logical and physical database descriptions and specify identifiers of database to management system or direct others in coding descriptions
Design, implement, automate and maintain large scale enterprise data ETL processes
Modify existing databases and database management systems and/or direct programmers and analysts to make changes
Test programs or databases, correct errors and make necessary modifications




Skills:

Experience with database technologies
Knowledge of the ETL process
Knowledge of at least one scripting language
Strong written and oral communication skills
Strong troubleshooting and problem-solving skills
Demonstrated history of success
Desire to be working with data and helping businesses make better data driven decisions




Education/Experience:

Bachelor's degree in a technical field such as computer science, computer engineering or related field required
2-4 years applicable experience required"
"Linkedin","Data Scientist - Intern","OpenX","Los Angeles"," CA","Company At a Glance

OpenX is focused on unleashing the full economic potential of digital media companies. We do this by making digital advertising markets and technologies that are designed to deliver optimal value to publishers and advertisers on every ad served across all screens.

At OpenX, we have built a team that is uniquely experienced in designing and operating high-scale ad marketplaces, and we are constantly on the lookout for thoughtful, creative executors who are as fascinated as we are about finding new ways to apply a blend of market design, technical innovation, operational excellence, and empathetic partner service to the frontiers of digital advertising.

With some of the best minds in adtech under our global roof, we bring industry-leading technology, a tradition of great service to our clients, and huge scale — across every format, from mobile to CTV. This allows us to build products that lead to greater reach for buyers and higher revenue for publishers — while solving some of the most intricate problems in digital marketing at large. That's the power of OpenX.

About You

You enjoy solving complex quantitative problems and are eager to work with tools and technologies that may be outside your comfort zone. You enjoy working in an open and collaborative environment.

You are highly communicative, presenting relevant, concise, and empirically-driven information.

You have the self-motivation to work independently but also know when to ask for help or guidance.

You are highly driven but recognize when compromises are a more efficient solution.

You are a dedicated software craftsperson who cares deeply about best practices and what it takes to write and maintain great code.

Key Responsibilities

Extract and manage datasets from a big data framework to use for analyses and model training.
Assist in prototyping models, including model creation, training, and evaluation.
Implement training and real-time model evaluation architectures into production (in an existing codebase).
Run experiments to assess and report model performance in production settings.

Requirements

Working towards M.S. or Ph.D. in Computer Science, Statistics, Physics, Mathematics, Operations Research or related field.
Experience with Python is strongly preferred, and experience with SQL and Java is also desirable.
Familiarity with data analysis and machine learning/modeling techniques including neural nets, gaussian processes, recommender systems, etc; robust knowledge of practical statistics and their application in machine learning.
Preferred experience with machine learning platforms and tools such as python/pandas or R, TensorFlow (strongly preferred) or PyTorch, etc.
Experience using cloud platforms such as GCP or AWS, while not required, is also favorable.

$30 - $35 an hour

Pursuant to the San Francisco Fair Chance Ordinance, Los Angeles Fair Chance Initiative for Hiring Ordinance, New York Fair Chance Act, and any other state or local hiring regulations, we will consider for employment any qualified applicant, including those with arrest and conviction records, in a manner consistent with the applicable regulation.

OpenX is committed to fair and equitable compensation practices. For applicants in New York, New Jersey, California, and Colorado, the pay range is $30 - $35 per hour. A candidate’s salary is determined by various factors including, but not limited to, relevant work experience, skills, and certifications. The pay range may differ in other states.

A candidate’s salary is determined by various factors including, but not limited to, relevant experience, skills, and certifications.

OpenX VALUES

Our five company values form a solid bedrock serving to define us as a group and guide the company. Our values remind us that how we do things often matters as much as what we do.

WE ARE ONE

We are one team. There are no exceptions. We are a group of strong and diverse individuals unified by a shared mission. We embrace challenges and win together as a team. We respect and care about our colleagues and cultivate an inclusive culture

WE ARE CUSTOMER CENTRIC

We innovate on behalf of our customers. We understand, respect, and listen carefully to our customers. We build great products to solve our customers’ problems. We manage our customers’ expectations clearly and honestly. We are a trusted partner to all of our customers - we act with integrity at all times. We care.

OPENX IS OURS

We innovate on behalf of our customers. We understand, respect, and listen carefully to our customers. We build great products to solve our customers’ problems. We manage our customers’ expectations clearly and honestly. We are a trusted partner to all of our customers - we act with integrity at all times. We care.

WE ARE AN OPEN BOOK

We understand and respect what each of us does. We are eager to teach and share what we know with others, both internally and externally. We are eager to learn from others and we ask questions internally and externally.

WE EVOLVE FAST

We take responsible risks and own and learn from our mistakes. We recognize and repeat success. We actively seek out and provide constructive feedback. We adapt quickly and embrace change. We tackle growth and learning with real urgency. We are endlessly curious.

OpenX is committed to equal employment opportunities.

It is a fundamental principle at OpenX not to discriminate against employees or applicants for employment on any legally-recognized basis including, but not limited to: age, race, creed, color, religion, national origin, sexual orientation, sex, disability, predisposing genetic characteristics, genetic information, military or veteran status, marital status, gender identity/transgender status, pregnancy, childbirth or related medical condition, and other protected characteristic as established by law.

OpenX Applicant Privacy Policy

Applicants can review our Applicant Privacy Policy at any time by visiting the following link: https://www.openx.com/privacy-center/applicant-privacy-policy/ .

Effective Date: March 1, 2022"
